biomodels_luid	name	format	format_version	publication_title	publication_year
MODEL2002040001	MODEL2002040001				
MODEL2002040002	Ankrah2021 - Genome scale metabolic model of Drosophila gut microbe Acetobacter fabarum	SBML	L3V1	Predicted Metabolic Function of the Gut Microbiota of Drosophila melanogaster.	2021.0
MODEL2002040003	Ankrah2021 - Genome scale metabolic model of Drosophila gut microbe Acetobacter pomorum	SBML	L3V1	Predicted Metabolic Function of the Gut Microbiota of Drosophila melanogaster.	2021.0
MODEL2002040004	Ankrah2021 - Genome scale metabolic model of Drosophila gut microbe Acetobacter tropicalis	SBML	L3V1	Predicted Metabolic Function of the Gut Microbiota of Drosophila melanogaster.	2021.0
MODEL2002040005	Ankrah2021 - Genome scale metabolic model of Drosophila gut microbe Lactobacillus brevis	SBML	L3V1	Predicted Metabolic Function of the Gut Microbiota of Drosophila melanogaster.	2021.0
MODEL2002040006	Ankrah2021 - Genome scale metabolic model of Drosophila gut microbe Lactobacillus plantarum	SBML	L3V1	Predicted Metabolic Function of the Gut Microbiota of Drosophila melanogaster.	2021.0
MODEL2002050001	Dvarak2020 - PXR targeting using microbial metabolite mimicry	Other	*	Targeting the pregnane X receptor using microbial metabolite mimicry.	2020.0
MODEL2002070001	Geißert2020 - Yersinia enterocolitica co-infection in mice	SBML	L3V2	A Computational Model of Bacterial Population Dynamics in Gastrointestinal Yersinia enterocolitica Infections in Mice	2022.0
MODEL2002110001	Thomson2009 – Unlimited multistability in multisite phosphorylation systems	SBML	L3V1	Unlimited multistability in multisite phosphorylation systems.	2009.0
MODEL2002170001	Cacace2020 - Logical model of the regulatory network controlling T cell commitment	SBML	L3V1	Logical modeling of cell fate specification-Application to T cell commitment.	2020.0
MODEL2002190001	Floc&#39;hlay2020 - SeaUrchin_model_ginsim	SBML	L3V1	Deciphering and modelling the TGF-β signalling interplays specifying the dorsal-ventral axis of the sea urchin embryo.	2020.0
MODEL2002250001	Rouhimoghadam2018 - GPR30/PI3K/MAPK/STAT signaling pathway in normal and cancer cells	SBML	L2V4	Tamoxifen-Induced Apoptosis of MCF-7 Cells via GPR30/PI3K/MAPKs Interactions: Verification by ODE Modeling and RNA Sequencing.	2018.0
MODEL2003020001	Renz2020 - GEM of Human alveolar macrophage with SARS-CoV-2	COMBINE archive	0.1	FBA reveals guanylate kinase as a potential target for antiviral therapies against SARS-CoV-2	2020.0
MODEL2003030002	Back2018 - Mechanistic PK model of Fenofibrate	SBML	L2V4	A mechanism-based pharmacokinetic model of fenofibrate for explaining increased drug absorption after food consumption.	2018.0
MODEL2003030003	Wu2017 - Murine Bevacizumab PK model	SBML	L2V4	Pharmacokinetics, lymph node uptake, and mechanistic PK model of near-infrared dye-labeled bevacizumab after IV and SC administration in mice.	2012.0
MODEL2003040001	Mahasa2016-tumor–immune surveillance	SBML	L2V4	Mathematical model of tumor-immune surveillance.	2016.0
MODEL2003050001	Segun2018 - model of breast cancer determing Chemotherapy and Keto diet response	SBML	L2V4	Optimal Control Analysis of a Mathematical Model for Breast Cancer	2018.0
MODEL2003050002	Malinzi2018 - Enhancement of chemotherapy using oncolytic virotherapy	SBML	L2V4	Enhancement of chemotherapy using oncolytic virotherapy: Mathematical and optimal control analysis.	2018.0
MODEL2003060001	dePillis2007 - Seeking Bang Bang Solutions of Mixed ImmunoChemotherapy of Tumors	SBML	L2V4	Seeking Bang-Bang Solutions of Mixed Immuno-Chemotherapy of Tumors	2007.0
MODEL2003060002	Grigolon2018 - Responses to auxin signals	SBML	L2V4	Responses to auxin signals: an operating principle for dynamical sensitivity yet high resilience.	2018.0
MODEL2003080001	Phillips2013 - physiologically based modeling explaining Mammalian rest/activity patterns	MATLAB (Octave)	*	Mammalian rest/activity patterns explained by physiologically based modeling.	2013.0
MODEL2003100001	Gerlin2020 - Genome scale metabolic model of bacterial growth	SBML	L3V2	Genome-Scale Investigation of the Metabolic Determinants Generating Bacterial Fastidious Growth	2020.0
MODEL2003140001	MODEL2003140001			A Mathematical Tumor Model with Immune Resistance and Drug Therapy: an Optimal Control Approach	2001.0
MODEL2003140002	MODEL2003140002				
MODEL2003160001	Koch2020 - Homo-Oligomerisation in Signal Transduction: Dynamics, Homeostasis, Ultrasensitivity, Bistability	MATLAB (Octave)	*	Homo-Oligomerisation in Signal Transduction: Dynamics, Homeostasis, Ultrasensitivity, Bistability	2020.0
MODEL2003160002	Ndii2015-transmission dynamics of dengue in the presence of Wolbachia.	SBML	L2V4	Modelling the transmission dynamics of dengue in the presence of Wolbachia.	2015.0
MODEL2003160003	Mukhta2018-the effect of bednet coverage on malaria transmission in South Sudan	SBML	L2V4	Modelling the effect of bednet coverage on malaria transmission in South Sudan.	2018.0
MODEL2003170002	Vibert2017 - Tcell proliferation model	SBML	L2V4	Modelling T cell proliferation: Dynamics heterogeneity depending on cell differentiation, age, and genetic background.	2017.0
MODEL2003180001	Gidvani2012 - DNA replication initiation model in S. Cevevisiae	SBML	L2V4	A quantitative model of the initiation of DNA replication in Saccharomyces cerevisiae predicts the effects of system perturbations.	2012.0
MODEL2003180002	Bayleyegn2016 - interactions of CycE/Cdk2, Cdc25A, and P27 Kip1 in a core cancer subnetwork	SBML	L2V4	Mathematical description of the interactions of CycE/Cdk2, Cdc25A, and P27Kip1 in a core cancer subnetwork	2020.0
MODEL2003180003	Chiorino2002 - G1/S transition model	SBML	L2V4	Variability in the timing of G(1)/S transition.	2002.0
MODEL2003190001	Rodrigues2014-Vaccination models and optimal control strategies to dengue	SBML	L2V4	Vaccination models and optimal control strategies to dengue.	2014.0
MODEL2003190002	Loccisano2011-pharmacokinetics of PFOA and PFOS in the monkey	SBML	L2V4	Evaluation and prediction of pharmacokinetics of PFOA and PFOS in the monkey and human using a PBPK model.	2011.0
MODEL2003190003	Tylutki2017-four-compartment PBPK heart model accounting for cardiac metabolism	SBML	L2V4	A four-compartment PBPK heart model accounting for cardiac metabolism - model development and application.	2017.0
MODEL2003190004	Novak1998 - Mathematical model of fission yeast cell cycle	SBML	L2V4	Mathematical model of the fission yeast cell cycle with checkpoint controls at the G1/S, G2/M and metaphase/anaphase transitions.	1998.0
MODEL2003190005	Starbuck1990 - EGF binding and trafficking dynamics in Fibroblast	SBML	L2V4	Epidermal growth factor binding and trafficking dynamics in fibroblasts: relationship to cell proliferation	1990.0
MODEL2003190006	Peng2013-melatonin--effects of light and routes of administration	SBML	L2V4	A physiologically based pharmacokinetics model for melatonin--effects of light and routes of administration.	2013.0
MODEL2003190008	Garira2019 - A coupled multiscale model to guide malaria control and elimination	SBML	L2V4	A coupled multiscale model to guide malaria control and elimination.	2019.0
MODEL2003200001	Jafarnejad2019 - Mechanistically detailed systems biology modeling of the HGF/Met pathway in hepatocellular carcinoma	SBML	L2V4	Mechanistically detailed systems biology modeling of the HGF/Met pathway in hepatocellular carcinoma.	2019.0
MODEL2003200002	Shin2019- Regulation of nuclear factor of activated T-cells (NFAT)	SBML	L2V4	Coupled feedback regulation of nuclear factor of activated T-cells (NFAT) modulates activation-induced cell death of T cells.	2019.0
MODEL2003200003	Shin2019- Regulation of nuclear factor of activated T-cells (NFAT)	SBML	L2V4	A model of dendritic cell therapy for melanoma.	2013.0
MODEL2003240001	diCenzo2020 - Sinorhizobium meliloti 1021 genome-scale metabolic model	SBML	L3V1	Genome-scale metabolic reconstruction of the symbiosis between a leguminous plant and a nitrogen-fixing bacterium.	2020.0
MODEL2003250001	MODEL2003250001				
MODEL2003260001	MODEL2003260001				
MODEL2004040001	Selvaggio2020 - Microenvironment control of hybrid Epithelial-Mesenchymal phenotypes	SBML	L3V1	Hybrid epithelial-mesenchymal phenotypes are controlled by microenvironmental factors	2020.0
MODEL2004130001	MODEL2004130001				
MODEL2004140002	Liu2012-Hybrid modeling and simulation of stochastic effects on progression through the eukaryotic cell cycle.	SBML	L2V4	Hybrid modeling and simulation of stochastic effects on progression through the eukaryotic cell cycle.	2012.0
MODEL2004170002	MODEL2004170002				
MODEL2004220001	MODEL2004220001				
MODEL2004300001	MODEL2004300001			Pharmacokinetic Characterization and Tissue Distribution of Fusion Protein Therapeutics by Orthogonal Bioanalytical Assays and Minimal PBPK Modeling.	2020.0
MODEL2004300002	Konrath2020_p53_signaling_model	SBML	L2V4	A systematic approach to decipher crosstalk in the p53 signaling pathway using single cell dynamics	2020.0
MODEL2005040001	Novak1998-Model scenarios for evolution of the eukaryotic cell cycle.	SBML	L2V4	Model scenarios for evolution of the eukaryotic cell cycle.	1998.0
MODEL2005050001	Millard2020 - Kinetic model of Glucose and Acetate metabolisms in E. coli	SBML	L3V1	Control and regulation of acetate overflow in Escherichia coli	2020.0
MODEL2005070001	Hatzimanikatis1999-Regulation of the G1-S transition of the mammalian cell cycle.	SBML	L2V4	A mathematical description of regulation of the G1-S transition of the mammalian cell cycle.	1999.0
MODEL2005130001	Ma2005-digital response of p53 to DNA damage-ATM Activation Module	SBML	L2V4	A plausible model for the digital response of p53 to DNA damage.	2005.0
MODEL2005140001	MODEL2005140001				
MODEL2005150001	Pomerening2005- Model of the Xenopus Cdc2/APC System	SBML	L2V4	Systems-level dissection of the cell-cycle oscillator: bypassing positive feedback produces damped oscillations.	2005.0
MODEL2005200001	MODEL2005200001			Robust, tunable biological oscillations from interlinked positive and negative feedback loops.	2008.0
MODEL2005290001	Poudel2020 - maltose_model	Other	*	Revealing 29 sets of independently modulated genes in Staphylococcus aureus, their regulators, and role in key physiological response	2020.0
MODEL2005290002	Poudel2020 - glucose_model	Other	*	Revealing 29 sets of independently modulated genes in Staphylococcus aureus, their regulators, and role in key physiological response	2020.0
MODEL2006010001	Shene2020 - flux balance analysis of biomass and lipid production by Antarctic thraustochytrid Oblongichytrium	Other	*	Dynamic flux balance analysis of biomass and lipid production by Antarctic thraustochytrid Oblongichytrium sp. RT2316‐13	2020.0
MODEL2006030001	MODEL2006030001				
MODEL2006080001	Novak2004-A Model for Restriction Point Control of the Mammalian Cell Cycle	SBML	L2V4	A model for restriction point control of the mammalian cell cycle.	2004.0
MODEL2006170001	Regan2020 - Adhesion_CIP_Migration_CellCycle_Apoptosis_v2	SBML	L3V1	Boolean model of anchorage dependence and contact inhibition points to coordinated inhibition but semi-independent induction of proliferation and migration	2020.0
MODEL2006170002	Sizek2019 - PI3K_growth_CellCycle_Apoptosis	SBML	L3V1	Boolean model of growth signaling, cell cycle and apoptosis predicts the molecular mechanism of aberrant cell cycle progression driven by hyperactive PI3K.	2019.0
MODEL2006170003	Blackwell2019 - mechanistic model of signaling pathways activated by dopamine D1 receptors, acetylcholine receptors, and glutamate	SBML	L2V4	Molecular mechanisms underlying striatal synaptic plasticity: relevance to chronic alcohol consumption and seeking.	2019.0
MODEL2006210001	Hu2020 - E. coli translation model	SBML	L3V1	The protein translation machinery is expressed for maximal efficiency in Escherichia coli	2020.0
MODEL2006210002	MODEL2006210002				
MODEL2006260001	MODEL2006260001			Model-assisted analysis of sugar metabolism throughout tomato fruit development reveals enzyme and carrier properties in relation to vacuole expansion	2014.0
MODEL2006300001	Mazet2020 - model of the PI cycle	SBML	L2V4	A model of the PI cycle reveals the regulating roles of lipid-binding proteins and pitfalls of using mosaic biological data	2020.0
MODEL2006300002	MODEL2006300002				
MODEL2007020001	Muenzner2019 - Yeast Cell cycle control network	SBML	L3V1	A comprehensive, mechanistically detailed, and executable model of the cell division cycle in Saccharomyces cerevisiae	2019.0
MODEL2007090001	Nwabugwu2013 - A Tumor-Immune Mathematical Model of CD4+ T Helper Cell	SBML	L2V4	A tumor-immune mathematical model of CD4+ T helper cell dependent tumor regression by oncogene inactivation.	2013.0
MODEL2007110001	Renz2021 -  Collection of 64 SBML L3V1 genome-scale metabolic models (FBC Version 2) of Staphylococcus aureus	COMBINE archive	0.1	Curating and comparing 114 strain-specific genome-scale metabolic models of Staphylococcus aureus	2021.0
MODEL2007150001	Renz2021 -  Collection of 13 SBML L3V1 constraint-based models (FBC Version 2) of Staphylococcus aureus	COMBINE archive	0.1	Curating and comparing 114 strain-specific genome-scale metabolic models of Staphylococcus aureus	2021.0
MODEL2007150002	Renz2021 - Collection of 33 SBML L3V1 (FBC Version 2) models of Staphylococcus aureus by the Path2Models project 2013	COMBINE archive	0.1	Curating and comparing 114 strain-specific genome-scale metabolic models of Staphylococcus aureus	2021.0
MODEL2007190001	MODEL2007190001				
MODEL2007200001	Howell2020- Compartmental Logical model of mitotic exit	SBML	L3V1	Unifying the mechanism of mitotic exit control in a spatiotemporal logical model	2020.0
MODEL2007210001	Bannerman2020 - Integrated model of the human airway epithelial cell and the SARS-CoV-2 virus	SBML	L3V1	Integrated human/SARS-CoV-2 metabolic models present novel treatment strategies against COVID-19	2021.0
MODEL2007280001	Yilmaz2020 - iCEL1314 (Tissue relevant C.Elegans metabolism model)	SBML	L3V1	Modeling tissue-relevant C. elegans metabolism at network, pathway, reaction, and metabolite levels	2020.0
MODEL2008060001	Zymomonas ED Pathway	SBML	L2V4		
MODEL2008280001	MODEL2008280001				
MODEL2008290001	MODEL2008290001			A biochemical network modeling of a whole-cell	2020.0
MODEL2008310001	MODEL2008310001				
MODEL2009110001	Kolbe2019 - Spatio-temporal liver zonation	MorpheusML	*	Mutual Zonated Interactions of Wnt and Hh Signaling Are Orchestrating the Metabolism of the Adult Liver in Mice and Human.	2019.0
MODEL2009160001	MODEL2009160001			Complete genome sequence of the industrial strain Bacillus megaterium WSH-002.	2011.0
MODEL2009210001	Mulberry2020 - Two-layered, self-organizing multicellular structure where all cells are of the same genotype	MorpheusML	*	Self-organized multicellular structures from simple cell signaling: a computational model	2020.0
MODEL2009210002	Mulberry2020 - Three-layered, self-organizing multicellular structure where all cells randomly belong to one of the two genotypes	MorpheusML	*	Self-organized multicellular structures from simple cell signaling: a computational model	2020.0
MODEL2009210003	Mulberry2020 - Two-layered, self-organizing multicellular structure where all cells are one of the two genotypes	MorpheusML	*	Self-organized multicellular structures from simple cell signaling: a computational model	2020.0
MODEL2009230001	MODEL2009230001			Quantitative Systems Pharmacology Model of Chimeric Antigen Receptor T-Cell Therapy.	2019.0
MODEL2010030001	Oliveira2020 - Extended E. coli  Central Carbon Metabolism from Glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010030002	Oliveira2020 - Beta-Alanine pathway for 3-hydroxypropionate production from glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010030003	Oliveira2020 - Beta-Alanine pathway for 3-hydroxypropionate production from glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010030004	Oliveira2020 - Glycerol pathway for 3-hydroxypropionate production from glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010030005	Oliveira2020 - Glycerol pathway for 3-hydroxypropionate production from glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010030006	Oliveira2020 - Malonyl-CoA pathway for 3-hydroxypropionate production from glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010030008	Oliveira2020 - Malonyl-CoA pathway for 3-hydroxypropionate production from glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010040001	Oliveira2020 - Beta-Alanine pathway for Acrylic Acid production from glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010040002	Oliveira2020 - Beta-Alanine pathway for Acrylic Acid production from glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010040003	Oliveira2020 - Glycerol pathway for Acrylic Acid production from glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010040005	Oliveira2020 - Glycerol pathway for Acrylic Acid production from glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010040006	Oliveira2020 - Malonyl-CoA pathway for Acrylic Acid production from glucose	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010040007	Oliveira2020 - Malonyl-CoA pathway for Acrylic Acid production from glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010090001	Zhang2020 - Draft metabolic reconstruction model of Atlantic cod liver generated from gadMor3 and iHepatocyte2322	SBML	L3V1	ReCodLiver0.9: Overcoming challenges in genome-scale metabolic reconstruction of a non-model species	2020.0
MODEL2010090002	Zhang2020 - Draft metabolic reconstruction model of Atlantic cod liver generated from gadMorTrinity and iHepatocyte2322	SBML	L3V1	ReCodLiver0.9: Overcoming challenges in genome-scale metabolic reconstruction of a non-model species	2020.0
MODEL2010090003	Zhang2020 - Draft metabolic reconstruction model of Atlantic cod liver generated from gadMor1 and iHepatocyte2322	SBML	L3V1	ReCodLiver0.9: Overcoming challenges in genome-scale metabolic reconstruction of a non-model species	2020.0
MODEL2010130001	Subramanian2017 - Metabolic adaptations of Leishmania parasite, Genome-scale constraint-based model of Leishmania infantum	SBML	L2V1	Revealing the mystery of metabolic adaptations using a genome scale model of Leishmania infantum	2017.0
MODEL2010130002	Subrmanian2015 - Energy metabolism of Leishmania infantum, constrain-based metabolic model	SBML	L2V1	Dissecting Leishmania infantum Energy Metabolism - A Systems Perspective	2015.0
MODEL2010160002	Oliveira2020 - E. coli Extended Central Carbon Metabolism from Glycerol	SBML	L2V4	A kinetic model of the central carbon metabolism for acrylic acid production in Escherichia coli	2021.0
MODEL2010230001	VanTol2020 - Thalassiosira pseudonana CCMP 1335 GEM, acclimated to medium light intensity	SBML	L3V1	Genome-scale metabolic model of the diatom Thalassiosira pseudonana highlights the importance of nitrogen and sulfur metabolism in redox balance	2020.0
MODEL2010230002	VanTol2020 - Thalassiosira pseudonana CCMP 1335 GEM, acclimated to high light intensity	SBML	L3V1	Genome-scale metabolic model of the diatom Thalassiosira pseudonana highlights the importance of nitrogen and sulfur metabolism in redox balance	2020.0
MODEL2010230003	VanTol2020 - Thalassiosira pseudonana CCMP 1335 GEM, acclimated to low light intensity	SBML	L3V1	Genome-scale metabolic model of the diatom Thalassiosira pseudonana highlights the importance of nitrogen and sulfur metabolism in redox balance	2020.0
MODEL2010270002	MODEL2010270002			Omics multi-layers networks and identification of genes involved in fat storage and metabolism in poultry using interactomics approach	2020.0
MODEL2010280002	Delattre2020 - SARS-CoV-2-infected human lung cell	SBML	L3V1	Inhibiting the reproduction of SARS-CoV-2 through perturbations in human lung cell metabolic network	2020.0
MODEL2011030003	MODEL2011030003			A mathematical model to quantify the effects of platelet count, shear rate, and injury size on the initiation of blood coagulation under venous flow conditions.	2020.0
MODEL2011030004	MODEL2011030004				
MODEL2011060001	MODEL2011060001				
MODEL2011080001	MODEL2011080001				
MODEL2011080002	MODEL2011080002				
MODEL2011080003	MODEL2011080003				
MODEL2011110001	Koch2021 - Phospholamban_network	MATLAB (Octave)	*	Molecular Noise-Filtering in the β-adrenergic Signaling Network by Phospholamban Pentamers	2021.0
MODEL2011170001	MODEL2011170001				
MODEL2011180001	MODEL2011180001				
MODEL2011260001	deBack2013 - Pancreas differentiation patterning in spatio-temporal multicellular model	MorpheusML	*	On the role of lateral stabilization during early patterning in the pancreas.	2013.0
MODEL2012020001	MODEL2012020001				
MODEL2012030001	MODEL2012030001			Personalized Neuromuscular Feature Fusion Associates with Higher Moment Detection Accuracy of Isometric Plantarflexion	2020.0
MODEL2012040002	Khandibharad2022 - IL-12 regulation by IL-10 in Leishmaniasis	SBML	L2V1	Computational System Level Approaches for Discerning Reciprocal Regulation of IL10 and IL12 in Leishmaniasis	2022.0
MODEL2012040003	MODEL2012040003				
MODEL2012070002	Soh2020 - Spatio-temporal morphogen gradient and BMP signaling	MorpheusML	*	Integration of Nodal and BMP Signaling by Mutual Signaling Effector Antagonism.	2020.0
MODEL2012090002	MODEL2012090002				
MODEL2012100001	MODEL2012100001				
MODEL2012150001	MODEL2012150001				
MODEL2012150002	MODEL2012150002				
MODEL2012150003	MODEL2012150003				
MODEL2012180001	MODEL2012180001				
MODEL2012180002	MODEL2012180002				
MODEL2012180003	MODEL2012180003				
MODEL2012180004	MODEL2012180004				
MODEL2012180005	MODEL2012180005				
MODEL2012180008	MODEL2012180008				
MODEL2012180009	MODEL2012180009				
MODEL2012180010	MODEL2012180010				
MODEL2012180011	MODEL2012180011				
MODEL2012180012	MODEL2012180012				
MODEL2012180013	MODEL2012180013				
MODEL2012180014	MODEL2012180014				
MODEL2012180015	MODEL2012180015				
MODEL2012180016	MODEL2012180016				
MODEL2012180017	MODEL2012180017				
MODEL2012180018	MODEL2012180018				
MODEL2012220001	MODEL2012220001				
MODEL2012220002	MODEL2012220002				
MODEL2012220003	Renz2021 - genome-scale metabolic model (iDPM21RW) of Dolosigranulum pigrum 83VPs KB5	COMBINE archive	0.1	First Genome-Scale Metabolic Model of Dolosigranulum pigrum Confirms Multiple Auxotrophies	2021.0
MODEL2021729243	MODEL2021729243_url.xml	SBML	L2V1	The Edinburgh human metabolic network reconstruction and its functional analysis.	2007.0
MODEL2021747594	MODEL2021747594_url.xml	SBML	L2V1	The Edinburgh human metabolic network reconstruction and its functional analysis.	2007.0
MODEL2101130001	MODEL2101130001				
MODEL2101130002	MODEL2101130002				
MODEL2101150001	Corral2021 - Interplay between SMAD2 and STAT5A regulating IL-17A/F expression in Th cells.	SBML	L3V1	Interplay between SMAD2 and STAT5A is a critical determinant of IL-17A/IL-17F differential expression	2021.0
MODEL2101250001	MODEL2101250001			Inferring Biochemical Reactions and Metabolite Structures to Understand Metabolic Pathway Drift	2020.0
MODEL2101270002	MODEL2101270002				
MODEL2101280001	Schölzel2015 - Modelica implementation of the Seidel-Herzel model of the human baroreflex (v1.6)	Other	*	Modeling Biology in Modelica: The Human Baroreflex	2015.0
MODEL2102050001	Feierabend2021 - iCGB21FR - GEM of Corynebacterium glutamicum ATCC 13032 (Bielefeld)	COMBINE archive	0.1	High-quality genome-scale reconstruction of Corynebacterium glutamicum ATCC 13032	2021.0
MODEL2102060002	MODEL2102060002				
MODEL2102080001	Villanova2017 - Mixotrophic metabolism in the model diatom Phaeodactylum tricornutum	SBML	L3V1	Investigating mixotrophic metabolism in the model diatom Phaeodactylum tricornutum	2017.0
MODEL2102090002	Schölzel2021 - Modelica implementation of the one-dimensional model of the rabbit atrioventricular node in Inada2009 (InaMo)	Other	*	Countering reproducibility issues in mathematical models with software engineering techniques: A case study using a one-dimensional mathematical model of the atrioventricular node	2021.0
MODEL2102110001	MODEL2102110001			Onset dynamics of type A botulinum neurotoxin-induced paralysis.	2008.0
MODEL2102240001	MODEL2102240001				
MODEL2103010001	Hetmanski2021 rear retraction kinetic	SBML	L2V4	Combinatorial mathematical modelling approaches to interrogate rear retraction dynamics in 3D cell migration.	2021.0
MODEL2103020001	Zake2021 - PBPK model of metformin in mice: single dose peroral	SBML	L3V1	Physiologically based metformin pharmacokinetics model of mice and scale-up to humans for the estimation of concentrations in various tissues	2021.0
MODEL2103020002	Zake2021 - PBPK model of metformin in mice: single dose intavenous	SBML	L3V1	Physiologically based metformin pharmacokinetics model of mice and scale-up to humans for the estimation of concentrations in various tissues	2021.0
MODEL2103020003	Zake2021 - PBPK model of metformin in humans, single PO dose	SBML	L3V1	Physiologically based metformin pharmacokinetics model of mice and scale-up to humans for the estimation of concentrations in various tissues	2021.0
MODEL2103020004	Zake2021 - PBPK model of metformin in humans, eight PO administrations with 12h interval	SBML	L3V1	Physiologically based metformin pharmacokinetics model of mice and scale-up to humans for the estimation of concentrations in various tissues	2021.0
MODEL2103050001	Bae2017 - Mathematical analysis of circadian disruption and metabolic re-entrainment of hepatic gluconeogenesis	SBML	L2V4	Mathematical analysis of circadian disruption and metabolic re-entrainment of hepatic gluconeogenesis: the intertwining entraining roles of light and feeding.	2018.0
MODEL2103050002	Schölzel2021 - Modular model of the human cardiac conduction system based on Seidel-Herzel model (v1.1.1)	Other	*	Characteristics of mathematical modeling languages that facilitate model reuse in systems biology: a software engineering perspective	2021.0
MODEL2103050003	Schölzel2020 - Modular Modelica implementation of the Hodgkin-Huxley model of the squid giant axon (v1.1.0)	Other	*	An Understandable, Extensible, and Reusable Implementation of the Hodgkin-Huxley Equations Using Modelica	2020.0
MODEL2103060001	DalviGarcia2021 - Dopaminergic and Serotonergic-Kynurenine model	Other	*	A model of dopamine and serotonin-kynurenine metabolism in cortisolemia: Implications for depression	2021.0
MODEL2103080001	Adlung2021 - Cell-to-cell variability in JAK2/STAT5 pathway	SBML	L2V4	Cell-to-cell variability in JAK2/STAT5 pathway components and cytoplasmic volumes defines survival threshold in erythroid progenitor cells.	2021.0
MODEL2103120001	MODEL2103120001			Genome-Scale Metabolic Modelling Approach to Understand the Metabolism of the Opportunistic Human Pathogen Staphylococcus epidermidis RP62A.	2022.0
MODEL2103170001	Kurlovics2021 - Metformin partitioning from plasma to RBC,  single coefficient	SBML	L2V4	Metformin Transport Rates Between Plasma and Red Blood Cells in Humans.	2021.0
MODEL2103170002	Kurlovics2021 - Metformin partitioning between plasma and RBC with independent Kin and Kout coefficients	SBML	L3V1	Metformin Transport Rates Between Plasma and Red Blood Cells in Humans.	2021.0
MODEL2103180001	Mani-Tlusty2021 - generative development model	MATLAB (Octave)	*	A comprehensive survey of developmental programs reveals a dearth of tree-like lineage graphs and ubiquitous regeneration	2021.0
MODEL2103290001	Sharma2022 - Temperature-dependent NAD biosynthesis model	SBML	L2V4	Early Evolutionary Selection of NAD Biosynthesis Pathway in Bacteria	2022.0
MODEL2103300001	MODEL2103300001				
MODEL2103310001	MODEL2103310001				
MODEL2104080001	MODEL2104080001			Using a genome-scale metabolic model of Enterococcus faecalis V583 to assess amino acid uptake and its impact on central metabolism.	2015.0
MODEL2104130001	MODEL2104130001			Distribution of control in the sulfur assimilation in Arabidopsis thaliana depends on environmental conditions	2019.0
MODEL2105030001	Benary2021 - tissue dynamics of the hepato-pancreato-biliary organ system	MATLAB (Octave)	*	Quantitative lineage analysis identifies a hepato-pancreato-biliary progenitor niche	2021.0
MODEL2105110001	Ewald2021 - Innate immune response during invasive aspergillosis by dynamic optimization	SBML	L2V4	Dynamic optimization reveals alveolar epithelial cells as key mediators of host defense in invasive aspergillosis	2021.0
MODEL2105210001	Corbat2021 - Apoptotic Reaction Model.models	SBML	L3V2	An Integrative Apoptotic Reaction Model for extrinsic and intrinsic stimuli	2021.0
MODEL2105230001	MODEL2105230001				
MODEL2106070001	Montagud2022 - Prostate cancer Boolean model	SBML	L3V1	Patient-specific Boolean models of signalling networks guide personalised treatments.	2022.0
MODEL2106100001	Konstantinidis2021 - Persistence of mutants in a mutualistic microbial co-culture	Other	*	Adaptive laboratory evolution of microbial co-cultures for improved metabolite secretion.	2021.0
MODEL2106110001	Payne2021 - genome-scale metabolic model (iPau21) of Pseudomonas aeruginosa UCBPP-PA14	COMBINE archive	0.1	An updated genome-scale metabolic network reconstruction of Pseudomonas aeruginosa PA14 to characterize mucin-driven shifts in bacterial metabolism.	2021.0
MODEL2107150001	Palaniappan2021_Cell free modelling of second generation Toehold switches	SBML	L2V4	End-to-end computational approach to the design of RNA biosensors for detecting miRNA biomarkers of cervical cancer.	2022.0
MODEL2107170001	Vu2019 - Planarian tissue polarity	MorpheusML	*	Dynamic Polarization of the Multiciliated Planarian Epidermis between Body Plan Landmarks.	2019.0
MODEL2107200001	MODEL2107200001				
MODEL2107200003	MODEL2107200003			Flux balance analysis of mycolic acid pathway: targets for anti-tubercular drugs.	2005.0
MODEL2107270001	MODEL2107270001				
